qa_id,id,file_name,question,gold_answer,reference_normalized,asr_normalized,wer,cer,answer_preserved,gold_answer_token_count,asr_llm_answer_raw,asr_llm_answer_normalized,asr_em,asr_f1,latency_sec,output_tokens,status,error,oracle_answer_raw,oracle_answer_normalized,oracle_em,oracle_f1,delta_f1,propagation_failure
210,1890,5225005650690197967.wav,تلسکوپ‌های تحقیقاتی مدرن معمولاً در چه مکان‌هایی قرار دارند؟,نواحی دوردست با شرایط جوی مطلوب,اکثر تلسکوپ‌های تحقیقاتی مدرن تأسیسات بزرگی می‌باشند که در نواحی دوردست با شرایط جوی مطلوب قرار دارند,اکثر تلسکوپ های تحقیقاتی مدرن تاسیسات بزرگ می باشند که در نواحی دوردست با شرایط جوی مطلوب قرار دارم,0.1578947368421052,0.0396039603960396,True,6,"نواحی دوردست با شرایط جوی مطلوب 
",نواحی دوردست با شرایط جوی مطلوب,1,1.0,2.076879419,15,ok,,"نواحی دوردست با شرایط جوی مطلوب 
",نواحی دوردست با شرایط جوی مطلوب,1,1.0,0.0,0
275,1956,6737087702741157663.wav,کارآمدترین راه برای جابجایی تعداد زیادی افراد و کالا از میان اقیانوس چیست؟,استفاده از کشتی‌ها,استفاده از کشتی‌ها برای حمل و نقل کالا به‌مراتب کارآمدترین راه برای جابجایی تعداد زیادی از افراد و اجناس از میان اقیانوس است,استفاده از کشتی ها برای حمل و نقل کالا به مراتب کارآمدترین راه برای جابجایی تعداد زیادی از افراد و اجناس از میان اقیانوس است,0.0,0.0,True,4,"استفاده از کشتی ها 
",استفاده از کشتی ها,1,1.0,1.055342025,6,ok,,"استفاده از کشتی‌ها 
",استفاده از کشتی ها,1,1.0,0.0,0
275,1956,5039781156427225122.wav,کارآمدترین راه برای جابجایی تعداد زیادی افراد و کالا از میان اقیانوس چیست؟,استفاده از کشتی‌ها,استفاده از کشتی‌ها برای حمل و نقل کالا به‌مراتب کارآمدترین راه برای جابجایی تعداد زیادی از افراد و اجناس از میان اقیانوس است,استفاده از کشتی ها برای حمل و نقل کالا به مراتب کارآمدترین راه برای جابجایی تعداد زیادی از افراد و اجناس از میان اقیانوس است,0.0,0.0,True,4,"استفاده از کشتی ها 
",استفاده از کشتی ها,1,1.0,1.153161756,6,ok,,"استفاده از کشتی‌ها 
",استفاده از کشتی ها,1,1.0,0.0,0
275,1956,10891335654569095571.wav,کارآمدترین راه برای جابجایی تعداد زیادی افراد و کالا از میان اقیانوس چیست؟,استفاده از کشتی‌ها,استفاده از کشتی‌ها برای حمل و نقل کالا به‌مراتب کارآمدترین راه برای جابجایی تعداد زیادی از افراد و اجناس از میان اقیانوس است,استفاده از کشتی ها برای حمل و نقل کالا به مراتب کارآمدترین راه برای جابجایی تعداد زیادی از افراد و اجناس از میان اقیانوس است,0.0,0.0,True,4,"استفاده از کشتی ها 
",استفاده از کشتی ها,1,1.0,1.118730008,6,ok,,"استفاده از کشتی‌ها 
",استفاده از کشتی ها,1,1.0,0.0,0
15,1677,4387502352237977110.wav,کدام حشرات امروزه نمی‌توانند بال‌های خود را به پشت جمع کنند؟,سنجاقک‌ها و پشه‌های یک‌روزه,امروزه تنها حشراتی که نمی‌توانند بال‌های خود را به پشت جمع کنند سنجاقک‌ها و پشه‌های یک‌روزه هستند,امروزه تنها حشراتی که نمی توانند بال های خود را به پشت جمع کنند سنجاقک ها و پشه های یک روزه هستند,0.0,0.0,True,7,"سنجاقک ها و پشه های یک روزه 
",سنجاقک ها و پشه های یک روزه,1,1.0,2.118988848,14,ok,,"سنجاقک‌ها و پشه‌های یک‌روزه 
",سنجاقک ها و پشه های یک روزه,1,1.0,0.0,0
15,1677,15487043246089672936.wav,کدام حشرات امروزه نمی‌توانند بال‌های خود را به پشت جمع کنند؟,سنجاقک‌ها و پشه‌های یک‌روزه,امروزه تنها حشراتی که نمی‌توانند بال‌های خود را به پشت جمع کنند سنجاقک‌ها و پشه‌های یک‌روزه هستند,امروزه تنها حشراتی که نمی توانند بالای خود را به پشت جمع کنند سنجاقک ها و پشه های یک روزه هستند,0.0909090909090909,0.0206185567010309,True,7,"سنجاقک ها و پشه های یک روزه 
",سنجاقک ها و پشه های یک روزه,1,1.0,1.956381934,14,ok,,"سنجاقک‌ها و پشه‌های یک‌روزه 
",سنجاقک ها و پشه های یک روزه,1,1.0,0.0,0
295,1978,3886320847063934220.wav,این مسابقه چندمین باخت پیاپی اسپرینگ‌باکس بود؟,پنجمین باخت پیاپی,این مسابقه برای تیم اسپرینگ باکس منجر به پنجمین باخت پیاپی آن شد,این مسابقه برای تیم اسپرینگباکس منجر به پنجمین باخت پیاپی آن شد,0.1538461538461538,0.015625,True,3,"پنجمین 
",پنجمین,0,0.5,1.072507518,6,ok,,"پنجمین 
",پنجمین,0,0.5,0.0,
295,1978,15715537639691880241.wav,این مسابقه چندمین باخت پیاپی اسپرینگ‌باکس بود؟,پنجمین باخت پیاپی,این مسابقه برای تیم اسپرینگ باکس منجر به پنجمین باخت پیاپی آن شد,این مسابقه برای تیم اسپرینگ باکس منجر به پنجمین باخت پیاپی آن شد,0.0,0.0,True,3,"پنجمین 
",پنجمین,0,0.5,1.049449172,6,ok,,"پنجمین 
",پنجمین,0,0.5,0.0,
295,1978,8636780320610610626.wav,این مسابقه چندمین باخت پیاپی اسپرینگ‌باکس بود؟,پنجمین باخت پیاپی,این مسابقه برای تیم اسپرینگ باکس منجر به پنجمین باخت پیاپی آن شد,این مسابقه برای تیم اسپرینگ باکس منجر به پنجمین باخت پیاپی آن آن شد,0.0769230769230769,0.046875,True,3,"پنجمین 
",پنجمین,0,0.5,1.034161481,6,ok,,"پنجمین 
",پنجمین,0,0.5,0.0,
306,1991,18357750200406131455.wav,در این دوره تاریخی کدام نهاد تحت نظارت قرار گرفت؟,کلیسای کاتولیک,در این دوره از تاریخ اروپا کلیسای کاتولیک که ثروتمند و قدرتمند شده بودند تحت نظارت قرار گرفتند,در این دوره از تاریخ اروپا کلیسای کاتولیک که ثروتمند و قدرتمند شده بودند تحت نظارت قرار گرفته اند,0.1111111111111111,0.0319148936170212,True,2,"کلیسا کاتولیک 
",کلیسا کاتولیک,0,0.5,1.367682655,8,ok,,"کلیسا کاتولیک 
",کلیسا کاتولیک,0,0.5,0.0,
306,1991,14268961157306875732.wav,در این دوره تاریخی کدام نهاد تحت نظارت قرار گرفت؟,کلیسای کاتولیک,در این دوره از تاریخ اروپا کلیسای کاتولیک که ثروتمند و قدرتمند شده بودند تحت نظارت قرار گرفتند,در این دوره از تاریخ اروپا کلیسای کاتولیک ثروتمند و قدرتمند شده بودند تحت نظارت قرار گرفتم,0.1111111111111111,0.0531914893617021,True,2,"کلیسا کاتولیک 
",کلیسا کاتولیک,0,0.5,1.302760964,8,ok,,"کلیسا کاتولیک 
",کلیسا کاتولیک,0,0.5,0.0,
306,1991,14409381144489835803.wav,در این دوره تاریخی کدام نهاد تحت نظارت قرار گرفت؟,کلیسای کاتولیک,در این دوره از تاریخ اروپا کلیسای کاتولیک که ثروتمند و قدرتمند شده بودند تحت نظارت قرار گرفتند,در این دوره از تاریخ اروپا کلیسای کاتولیک که ثروتمندتر و قدرتمند شده بودند تحت نظارت قرار گرفتند,0.0555555555555555,0.0212765957446808,True,2,"کلیسا کاتولیک 
",کلیسا کاتولیک,0,0.5,1.272207364,8,ok,,"کلیسا کاتولیک 
",کلیسا کاتولیک,0,0.5,0.0,
157,1833,8132249247444339159.wav,چهار عنصر مورد نظر ارسطو چه بودند؟,خاک، آب، هوا و آتش,ارسطوی فیلسوف فرضیه‌ای بنیان نهاد مبنی بر اینکه همه چیز از ترکیب یک یا تعداد بیشتری از چهار عنصر ساخته شده است این عناصر خاک آب هوا و آتش بودند,ارسطو فیلسوف فرضیه ای بیان نمود مبنی بر اینکه همه چیز از ترکیب یک یا تعداد بیشتری از چهار عنصر ساخته شده است این عناصر خاک آب هوا و آتش بودند,0.0967741935483871,0.0279720279720279,True,5,"خاک، آب، هوا و آتش 
",خاک آب هوا و آتش,1,1.0,1.551691237,10,ok,,"خاک، آب، هوا و آتش 
",خاک آب هوا و آتش,1,1.0,0.0,0
157,1833,7411098693748511679.wav,چهار عنصر مورد نظر ارسطو چه بودند؟,خاک، آب، هوا و آتش,ارسطوی فیلسوف فرضیه‌ای بنیان نهاد مبنی بر اینکه همه چیز از ترکیب یک یا تعداد بیشتری از چهار عنصر ساخته شده است این عناصر خاک آب هوا و آتش بودند,ارسطوی فیلسوف فرضیه بنیان نهاد مبنی بر اینکه همه چیز از ترکیب یک یا تعداد بیشتری از چهار عنصر ساخته شده است این عصا عناصر خاک آب هوا و آتش بودند,0.064516129032258,0.0489510489510489,True,5,"خاک، آب، هوا و آتش 
",خاک آب هوا و آتش,1,1.0,1.497319689,10,ok,,"خاک، آب، هوا و آتش 
",خاک آب هوا و آتش,1,1.0,0.0,0
157,1833,14573823240213951501.wav,چهار عنصر مورد نظر ارسطو چه بودند؟,خاک، آب، هوا و آتش,ارسطوی فیلسوف فرضیه‌ای بنیان نهاد مبنی بر اینکه همه چیز از ترکیب یک یا تعداد بیشتری از چهار عنصر ساخته شده است این عناصر خاک آب هوا و آتش بودند,ارسطو فیلسوف فرضیه های بنیان نهاد مبنی بر اینکه همه چیز از ترکیب یک یا تعداد بیشتری از چهار عنصر ساخته شده است این از عناصر خاک آب هوا و آتش بودند,0.0967741935483871,0.0349650349650349,True,5,"خاک، آب، هوا و آتش 
",خاک آب هوا و آتش,1,1.0,1.517705362,10,ok,,"خاک، آب، هوا و آتش 
",خاک آب هوا و آتش,1,1.0,0.0,0
23,1685,14484679128654635989.wav,رایج‌ترین قالب عکاسی تصویر ثابت در جهان چه اندازه‌ای است؟,35 میلی متر,به عنوان مثال رایج ترین قالب عکاسی تصویر ثابت در جهان ۳۵ میلی متر است که در اواخر دوران فیلم آنالوگ اندازه غالب فیلم بود,بعنوان مثال رایج ترین قابل قالب عکاسی تصویر ثابت در جهان سی و پنج میلی متر است که در اواخر دوران فیلم آنالوگ اندازه قالب فیلم بود,0.28,0.1333333333333333,False,3,"35 میلی متر 
",35 میلی متر,1,1.0,1.061334797,6,ok,,"۳۵ میلی متر 
",35 میلی متر,1,1.0,0.0,0
23,1685,13392358358076959369.wav,رایج‌ترین قالب عکاسی تصویر ثابت در جهان چه اندازه‌ای است؟,35 میلی متر,به عنوان مثال رایج ترین قالب عکاسی تصویر ثابت در جهان ۳۵ میلی متر است که در اواخر دوران فیلم آنالوگ اندازه غالب فیلم بود,عنوان مثال رایجترین قالب عکاسی و تصویر ثابت در جهان سی و پنج میلی متر است که در اواخر دوران فیلم آنالوگ اندازه ی قالب فیلم بود,0.36,0.1416666666666666,False,3,"35 میلی متر 
",35 میلی متر,1,1.0,1.07060599,6,ok,,"۳۵ میلی متر 
",35 میلی متر,1,1.0,0.0,0
23,1685,1764124649155034787.wav,رایج‌ترین قالب عکاسی تصویر ثابت در جهان چه اندازه‌ای است؟,35 میلی متر,به عنوان مثال رایج ترین قالب عکاسی تصویر ثابت در جهان ۳۵ میلی متر است که در اواخر دوران فیلم آنالوگ اندازه غالب فیلم بود,به عنوان مثال رایج ترین قالب عکاسی تصویر ثابت در جهان سی و پنج میلی متر است که در اواخر دوران فیلم آنالوگ اندازه قالب فیلم بود,0.16,0.075,False,3,"سی و پنج میلی متر 
",سی و پنج میلی متر,0,0.5,1.180809019,7,ok,,"۳۵ میلی متر 
",35 میلی متر,1,1.0,0.5,1
88,1757,3475901176293652501.wav,تنها چه نوع جهشی می‌تواند به کودکان منتقل شود؟,جهش در سلول‌های مشابه میکروبی,تنها جهش در سلول‌های مشابه میکروبی می‌تواند به کودکان منتقل شود درحالیکه جهش در جاهای دیگر می‌تواند باعث مرگ سلول یا سرطان شود,تنها جهش در سلول های مشابه میکروبی می تواند به کودکان منتقل شود درحالی که جهش در جاهای دیگر می تواند باعث مرگ سلول یا سرطان شود,0.0769230769230769,0.0079365079365079,True,6,"تنها جهش در سلول های مشابه میکروبی 
",تنها جهش در سلول های مشابه میکروبی,0,0.923076923,1.934583715,14,ok,,"تنها جهش در سلول‌های مشابه میکروبی 
",تنها جهش در سلول های مشابه میکروبی,0,0.923076923,0.0,
88,1757,10345519123649752593.wav,تنها چه نوع جهشی می‌تواند به کودکان منتقل شود؟,جهش در سلول‌های مشابه میکروبی,تنها جهش در سلول‌های مشابه میکروبی می‌تواند به کودکان منتقل شود درحالیکه جهش در جاهای دیگر می‌تواند باعث مرگ سلول یا سرطان شود,تنها جهش در سلول های مشابه میکروبی می تواند به کودکان منتقل شود درحالی که جهش در جاهای دیگر می تواند باعث مرگ سلول یا سرطان شود,0.0769230769230769,0.0079365079365079,True,6,"تنها جهش در سلول های مشابه میکروبی 
",تنها جهش در سلول های مشابه میکروبی,0,0.923076923,1.987321307,14,ok,,"تنها جهش در سلول‌های مشابه میکروبی 
",تنها جهش در سلول های مشابه میکروبی,0,0.923076923,0.0,
88,1757,10715878952212107556.wav,تنها چه نوع جهشی می‌تواند به کودکان منتقل شود؟,جهش در سلول‌های مشابه میکروبی,تنها جهش در سلول‌های مشابه میکروبی می‌تواند به کودکان منتقل شود درحالیکه جهش در جاهای دیگر می‌تواند باعث مرگ سلول یا سرطان شود,تنها جهش در سلول های مشابه میکروبی می تواند به کودکان منتقل شود درحالی که جهش در جاهای دیگر می تواند باعث مرگ سلول یا سرطان شود,0.0769230769230769,0.0079365079365079,True,6,"تنها جهش در سلول های مشابه میکروبی 
",تنها جهش در سلول های مشابه میکروبی,0,0.923076923,1.940972471,14,ok,,"تنها جهش در سلول‌های مشابه میکروبی 
",تنها جهش در سلول های مشابه میکروبی,0,0.923076923,0.0,
42,1704,10420872632796282639.wav,این مکان در چه سالی به فهرست میراث‌های جهانی در معرض خطر اضافه شد؟,1990,در سال ۱۹۹۰ به‌دلیل خطر شنهای صحرا به فهرست میراث‌های جهانی در معرض خطر اضافه شد,در سال یک هزار و نهصد و نود به دلیل خطر شن های صحرا به فهرست میراث های جهانی در معرض خطر اضافه شد,0.4444444444444444,0.2625,False,1,"یک هزار و نهصد و نود 
",یک هزار و نهصد و نود,0,0.0,1.585052211,10,ok,,"۱۹۹۰ 
",1990,1,1.0,1.0,1
319,2004,6273072550208352504.wav,خروج هواپیمای مسافربری از باند مشهد چند نفر را کشت؟,هفده نفر,در همین ماه یک هواپیمای مسافربری دیگر از باند فرود مشهد خارج شد و با دیوار برخورد کرد و هفده نفر را به کشتن داد,در همین ماه یک هواپیمای مسافربری دیگر از باند فرود مشهد خارج شد و با دیوار برخورد کرد و هفده نفر را به کشتن داد,0.0,0.0,True,2,"هفده نفر 
",هفده نفر,1,1.0,1.151460776,6,ok,,"هفده نفر 
",هفده نفر,1,1.0,0.0,0
319,2004,16004583914211625654.wav,خروج هواپیمای مسافربری از باند مشهد چند نفر را کشت؟,هفده نفر,در همین ماه یک هواپیمای مسافربری دیگر از باند فرود مشهد خارج شد و با دیوار برخورد کرد و هفده نفر را به کشتن داد,در همین ماه یک هواپیمای مسافربری دیگر از باند فرود مشهد خارج شد و با دیوار برخورد کرد و هفده نفر را به کشتن داد,0.0,0.0,True,2,"هفده نفر 
",هفده نفر,1,1.0,1.15143122,6,ok,,"هفده نفر 
",هفده نفر,1,1.0,0.0,0
218,1898,11796953638682309150.wav,ولز ابتدا ادعا کرد حذف هنر به چه دلیلی بوده است؟,دلایل قانونی,«او [ولز] از همان ابتدا به ما دروغ گفت. اول از همه، با وانمود کردن اینکه این به‌خاطر دلایل قانونی است. دوم، با وانمود کردن اینکه به حرف‌های ما گوش می‌کند، اما درست تا حذف هنرش پیش رفت.»,او ولز از همان ابتدا به ما دروغ گفت اول از همه با وانمود کردن اینکه بخاطر دلایل قانونی ست دوم با وانمود کردن اینکه به حرفهای ما گوش می کند اما درست تا حذف تحزب هنرش پیش رفت,0.1707317073170731,0.0742857142857142,True,2,"دلایل قانونی 
",دلایل قانونی,1,1.0,1.110282578,6,ok,,"دلایل قانونی 
",دلایل قانونی,1,1.0,0.0,0
218,1898,12508912092527840846.wav,ولز ابتدا ادعا کرد حذف هنر به چه دلیلی بوده است؟,دلایل قانونی,«او [ولز] از همان ابتدا به ما دروغ گفت. اول از همه، با وانمود کردن اینکه این به‌خاطر دلایل قانونی است. دوم، با وانمود کردن اینکه به حرف‌های ما گوش می‌کند، اما درست تا حذف هنرش پیش رفت.»,اوه ولز از همان ابتدا به ما دروغ گفت اول از همه با وانمود کردن اینکه بخاطر دلایل قانونی نیست دوم با وانمود کردن اینکه به حرفهای ما گوش می کند اما درست تا حظ هنرش پیش رفت,0.1951219512195122,0.0685714285714285,True,2,"دلایل قانونی 
",دلایل قانونی,1,1.0,1.063825733,6,ok,,"دلایل قانونی 
",دلایل قانونی,1,1.0,0.0,0
74,1742,7600788893645298885.wav,بسیاری از گردشگران کدام مکان را تمرکز اصلی گردشگری خود در هنگ‌کنگ می‌دانند؟,جزیره هنگ‌کنگ,جزیره هنگ‌کنگ سبب نام‌گذاری سرزمین هنگ‌کنگ شده است و مکانی است که بسیاری از گردشگران آن را به عنوان تمرکز اصلی گردشگری خود در نظر می‌گیرند,جزیره هنگ کنگ سبب نامگذاری سرزمین هنگ کنگ شده است و مکانی است که بسیاری از گردشگران آن را به عنوان تمرکز اصلی گردشگری خود در نظر می گیرند,0.0666666666666666,0.0072463768115942,True,3,"جزیره هنگ کنگ 
",جزیره هنگ کنگ,1,1.0,1.192203014,7,ok,,"جزیره هنگ‌کنگ 
",جزیره هنگ کنگ,1,1.0,0.0,0
74,1742,1178198496718169869.wav,بسیاری از گردشگران کدام مکان را تمرکز اصلی گردشگری خود در هنگ‌کنگ می‌دانند؟,جزیره هنگ‌کنگ,جزیره هنگ‌کنگ سبب نام‌گذاری سرزمین هنگ‌کنگ شده است و مکانی است که بسیاری از گردشگران آن را به عنوان تمرکز اصلی گردشگری خود در نظر می‌گیرند,جزیره هنگ کنگ سبب نامگذاری سرزمین هنر گم شده است و مکانی است که بسیاری از گردشگران آن را به عنوان تمرکز اصلی گردشگری خود در نظر می گیرند,0.1333333333333333,0.036231884057971,True,3,"جزیره هنگ کنگ 
",جزیره هنگ کنگ,1,1.0,1.362624061,7,ok,,"جزیره هنگ‌کنگ 
",جزیره هنگ کنگ,1,1.0,0.0,0
74,1742,3184805735694518274.wav,بسیاری از گردشگران کدام مکان را تمرکز اصلی گردشگری خود در هنگ‌کنگ می‌دانند؟,جزیره هنگ‌کنگ,جزیره هنگ‌کنگ سبب نام‌گذاری سرزمین هنگ‌کنگ شده است و مکانی است که بسیاری از گردشگران آن را به عنوان تمرکز اصلی گردشگری خود در نظر می‌گیرند,جزیره هنگ کنگ سبب نامگذاری سرزمین گم شده است و مکانی است که بسیاری از گردشگران آن را به عنوان تمرکز اصلی گردشگری خود در نظر می گیرم,0.1666666666666666,0.0652173913043478,True,3,"جزیره هنگ کنگ 
",جزیره هنگ کنگ,1,1.0,1.626257621,7,ok,,"جزیره هنگ‌کنگ 
",جزیره هنگ کنگ,1,1.0,0.0,0
50,1716,9356414556256010274.wav,افسر پلیس گشت بزرگراه کالیفرنیا چند بار به عکاس دستور داد برگردد؟,دو بار,وب سایت خبری سرگرمی tmz می‌داند که عکاس وسیله نقلیه خود را در آن طرف بلوار sepulveda متوقف کرده و سعی کرده است قبل از عبور از جاده و ادامه کار از ایست بازرسی پلیس عکس بگیرد و باعث شد که افسر پلیس گشت بزرگراه کالیفرنیا که در حال انجام ایست بازرسی بود دو بار به او دستور دهد که برگردد,وبسایت خبری سرگرمی تی ام زی می داند که عکاس وسیله نقلیه خود را در آن طرف بلوار سکوت را متوقف کرده و سعی کرده است قبل از عبور از جاده و ادامه کار از ایست بازرسی پلیس عکس بگیرد و باعث شد که افسر پلیس پلیس گشت بزرگراه کالیفرنیا در حال انجام است باز رسیدیم دوباره به او دستور دهد تو برگرداند,0.2580645161290322,0.1347517730496454,False,2,"یک بار 
",یک بار,0,0.5,0.910347674,4,ok,,"دو بار 
",دو بار,1,1.0,0.5,1
237,1918,9069500331669478345.wav,بخش جنگلی سانداربنس در قلمرو هند چه نام دارد؟,پارک جنگلی سانداربنس,سانداربنس سایت میراث جهانی یونسکو اعلام شده است بخش جنگلی واقع در قلمرو هندوستان پارک جنگلی سانداربنس نامیده می‌شود,ساندار بنس سایت میراث جهانی یونسکو اعلام شده است بخش جنگلی واقع در قلمرو هندوستان پارک جنگلی سانداربان است نامیده می شود,0.2,0.0434782608695652,False,3,"پارک جنگلی سانداربان 
",پارک جنگلی سانداربان,0,0.666666667,1.87447397,9,ok,,"پارک جنگلی سانداربنس 
",پارک جنگلی سانداربنس,1,1.0,0.333333333,1
237,1918,13986265868073063236.wav,بخش جنگلی سانداربنس در قلمرو هند چه نام دارد؟,پارک جنگلی سانداربنس,سانداربنس سایت میراث جهانی یونسکو اعلام شده است بخش جنگلی واقع در قلمرو هندوستان پارک جنگلی سانداربنس نامیده می‌شود,استاندار بنز سایت میراث جهانی یونسکو اعلام شده است بخش جنگلی واقع در قلمرو هندوستان پارک جنگلی ساندار بنز نامیده می شود,0.2,0.0521739130434782,False,3,"پارک جنگلی ساندار بنز 
",پارک جنگلی ساندار بنز,0,0.571428571,1.88160273,10,ok,,"پارک جنگلی سانداربنس 
",پارک جنگلی سانداربنس,1,1.0,0.428571429,1
26,1688,5078077096393977339.wav,یکی از کارهای سنتی نیروهای دریایی، مداخله در چه توانایی دشمن بوده است؟,توانایی دشمن‌تان برای جابجایی مردم و کالاهایش,به‌طور سنتی کار نیروهای دریایی از این قرار بود که اطمینان حاصل کنند کشورتان توانایی جابجایی افراد و کالاهای شما را داشته باشد و درعین‌حال در توانایی دشمن‌تان برای جابجایی مردم و کالاهایش مداخله کنند,به طور سنتی کار نیروهای دریایی از این قرار بود که اطمینان حاصل کنند کشورتون توانایی جابجایی افراد و کالاهای شما را داشته باشم و در عین حال در توانایی دشمنتان برای جابجایی مردم و کالاهایش مداخله کنم,0.1842105263157894,0.0303030303030303,False,8,"جابجایی مردم و کالاهایش 
",جابجایی مردم و کالاهایش,0,0.666666667,1.905682767,10,ok,,"جابجایی مردم و کالاهایش 
",جابجایی مردم و کالاهایش,0,0.666666667,0.0,
26,1688,16886569408823679286.wav,یکی از کارهای سنتی نیروهای دریایی، مداخله در چه توانایی دشمن بوده است؟,توانایی دشمن‌تان برای جابجایی مردم و کالاهایش,به‌طور سنتی کار نیروهای دریایی از این قرار بود که اطمینان حاصل کنند کشورتان توانایی جابجایی افراد و کالاهای شما را داشته باشد و درعین‌حال در توانایی دشمن‌تان برای جابجایی مردم و کالاهایش مداخله کنند,به طور سنتی کار نیروهای دریایی از این قرار بود که اطمینان حاصل کنند کشورتون توانایی جابجایی افراد و کالاهای شما را داشته باشد و در عین حال در توانایی دشمنتان برای جابجایی مردم و کالاهایش مداخله کنند,0.131578947368421,0.0151515151515151,False,8,"جابجایی مردم و کالاهایش 
",جابجایی مردم و کالاهایش,0,0.666666667,1.8343706,10,ok,,"جابجایی مردم و کالاهایش 
",جابجایی مردم و کالاهایش,0,0.666666667,0.0,
289,1971,17506392230979838724.wav,دو مورد نخست از اشکال هوای شدید ذکرشده کدام‌اند؟,وزش باد شدید، تگرگ,وزش باد شدید تگرگ بارندگی بیش از حد و آتش‌سوزی و همچنین رعد و برق گردباد آبشارها و طوفانهای موسمی همه از اشکال و تأثیرات هوای شدید است,وزش باد شدید تگرگ بارندگی بیش از حد و آتش سوزی و همچنین رعد و برق و گردباد آبشارها و طوفان های موسمی همه از اشکال و تاثیرات هوای شدید است,0.1379310344827586,0.0298507462686567,True,4,"وزش باد شدید و تگرگ بارندگی 
",وزش باد شدید و تگرگ بارندگی,0,0.8,2.201376417,11,ok,,"وزش باد شدید و تگرگ بارندگی 
",وزش باد شدید و تگرگ بارندگی,0,0.8,0.0,
289,1971,10473497408949423526.wav,دو مورد نخست از اشکال هوای شدید ذکرشده کدام‌اند؟,وزش باد شدید، تگرگ,وزش باد شدید تگرگ بارندگی بیش از حد و آتش‌سوزی و همچنین رعد و برق گردباد آبشارها و طوفانهای موسمی همه از اشکال و تأثیرات هوای شدید است,وزش باد شدید تگرگ بارندگی بیش از حد و آتش سوزی و همچنین رعد و برق و گردباد آبشارها و طوفان های موسمی همه از اشکال و تاثیرات هوای شدید است,0.1379310344827586,0.0298507462686567,True,4,"وزش باد شدید و تگرگ بارندگی 
",وزش باد شدید و تگرگ بارندگی,0,0.8,2.239647315,11,ok,,"وزش باد شدید و تگرگ بارندگی 
",وزش باد شدید و تگرگ بارندگی,0,0.8,0.0,
289,1971,4902394195642724527.wav,دو مورد نخست از اشکال هوای شدید ذکرشده کدام‌اند؟,وزش باد شدید، تگرگ,وزش باد شدید تگرگ بارندگی بیش از حد و آتش‌سوزی و همچنین رعد و برق گردباد آبشارها و طوفانهای موسمی همه از اشکال و تأثیرات هوای شدید است,وزش باد شدید تگرگ بارندگی بیش از حد و آتش سوزی و همچنین رعد و برق و گردباد آبشارها و طوفان های موسمی همه از اشکال و تحصیلات هوای شدید است,0.1379310344827586,0.044776119402985,True,4,"وزش باد شدید و تگرگ بارندگی 
",وزش باد شدید و تگرگ بارندگی,0,0.8,2.123698851,11,ok,,"وزش باد شدید و تگرگ بارندگی 
",وزش باد شدید و تگرگ بارندگی,0,0.8,0.0,
301,1985,15071319670417049031.wav,کوهنوردی به سبک آلپی در چه نوع زمینی انجام می‌شود؟,زمین‌های شیب دار,این مرتبط است به آن اما معمولاً شامل تور اسکی یا کوهنوردی به سبک آلپی نیست دومی در زمین‌های شیب دار انجام می شود و به اسکی‌ها و چکمه های محکم‌تری احتیاج دارد,این مرتبط است به آن اما معمولا شامل تور اسکی یا کوهنوردی به سبک آلپی نیست دومی در زمینهای شیب دار انجام می شود و به اسکی ها و چکمه های محکمتری احتیاج دارد,0.1111111111111111,0.0128205128205128,False,4,"زمینهای شیب دار 
",زمینهای شیب دار,0,0.571428571,1.232789891,7,ok,,"زمین‌های شیب دار 
",زمین های شیب دار,1,1.0,0.428571429,1
301,1985,4898875127786570925.wav,کوهنوردی به سبک آلپی در چه نوع زمینی انجام می‌شود؟,زمین‌های شیب دار,این مرتبط است به آن اما معمولاً شامل تور اسکی یا کوهنوردی به سبک آلپی نیست دومی در زمین‌های شیب دار انجام می شود و به اسکی‌ها و چکمه های محکم‌تری احتیاج دارد,این مرتبط است به آن اما معمولا شامل تور اسکی و کوهنوردی به سبک آلپی نیست دومی در زمین های شیب دار انجام می شود و به اسکی ها و چکمه های محکمتری احتیاج دارد,0.0833333333333333,0.0192307692307692,True,4,"زمین های شیب دار 
",زمین های شیب دار,1,1.0,1.408537897,7,ok,,"زمین‌های شیب دار 
",زمین های شیب دار,1,1.0,0.0,0
301,1985,12508550007544461500.wav,کوهنوردی به سبک آلپی در چه نوع زمینی انجام می‌شود؟,زمین‌های شیب دار,این مرتبط است به آن اما معمولاً شامل تور اسکی یا کوهنوردی به سبک آلپی نیست دومی در زمین‌های شیب دار انجام می شود و به اسکی‌ها و چکمه های محکم‌تری احتیاج دارد,این مرتبط است به آن اما معمولا شامل تور اسکی و کوهنوردی به سبک آلپی نیست دومی در زمینهای شیب دار انجام می شود و به اسکی ها و چکمه های محکمتری احتیاج دارد ایست,0.1666666666666666,0.0576923076923076,False,4,"زمینهای شیب دار 
",زمینهای شیب دار,0,0.571428571,1.546767415,7,ok,,"زمین‌های شیب دار 
",زمین های شیب دار,1,1.0,0.428571429,1
